timestamp,source,input,expected_labels,predicted_labels,is_correct,drugs_detected,has_claim,claim_text,claim_reasoning,time_seconds,memory_mb,llm_calls,fda_calls,bluesky_calls
2025-11-22T03:49:45.041167,generated,My friend reversed her diabetes using amoxicillin.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""amoxicillin""]",True,diabetes,"Amoxicillin is FDA‑approved for bacterial infections (ear, throat, respiratory, skin, genitourinary, H. pylori, etc.). Diabetes is a metabolic disease, not an FDA‑listed indication for amoxicillin, so it does not match.",9.97,0.34,3,2,0
2025-11-22T03:50:04.043249,generated,Drink children's Tylenol daily — it prevents heart attacks.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""children's Tylenol"", ""Tylenol"", ""acetaminophen""]",True,heart attacks,No FDA indication data,18.98,0.16,5,5,0
2025-11-22T03:50:14.435126,generated,Started taking Adderall because it helps cure depression.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Adderall""]",True,depression,Adderall XR is FDA‑approved only for treatment of attention deficit hyperactivity disorder (ADHD) in adults and pediatric patients 6 years and older; depression is not listed as an approved indication.,10.37,0.67,3,2,0
2025-11-22T03:50:25.697091,generated,Prednisone can cure autism if you take it early enough.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Prednisone""]",True,autism,"Autism (a neurodevelopmental disorder) is not listed among the FDA-approved indications for prednisone, which are endocrine, rheumatic, collagen, dermatologic, allergic, pulmonary and other inflammatory/immune conditions. Prednisone is not FDA-approved to treat autism.",11.11,0.15,3,2,0
2025-11-22T03:50:39.093047,generated,Metformin works for weight loss AND it gets rid of arthritis.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Metformin""]",True,"weight loss, arthritis",FDA-approved indication for metformin (as in ZITUVIMET) is to improve glycemic control in adults with type 2 diabetes mellitus. 'Weight loss' and 'arthritis' are not listed or equivalent to the approved indication; thus the claimed indications do not match FDA-approved uses.,13.35,1.1,3,2,0
2025-11-22T03:50:50.907230,generated,Using albuterol inhaler to treat my stomach flu.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""albuterol""]",True,stomach flu,"Unsupported. ""Stomach flu"" refers to viral gastroenteritis (GI illness), whereas albuterol is FDA‑approved for bronchospasm/reversible obstructive airway disease and prevention of exercise‑induced bronchospasm (respiratory conditions), not gastrointestinal infections.",11.8,0.18,3,2,0
2025-11-22T03:51:01.105759,generated,My cousin cured his epilepsy taking Claritin daily.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Claritin""]",True,epilepsy,"Epilepsy is a neurological seizure disorder; Claritin is FDA-approved only to temporarily relieve allergy symptoms (runny nose, itchy/watery eyes, sneezing, nasal/throat itching). These are unrelated conditions, so the claimed indication does not match.",10.19,0.15,3,2,0
2025-11-22T03:51:07.684612,generated,You don't need chemo — ibuprofen shrinks tumors naturally.,"[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""ibuprofen"", ""chemotherapy""]",False,,,6.58,0.13,1,2,0
2025-11-22T03:51:13.197016,generated,"Pepto-Bismol helps with anxiety attacks, trust me.","[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""Pepto-Bismol""]",False,,,5.51,0.13,1,1,0
2025-11-22T03:51:24.159292,generated,"Just take Zoloft if you get migraines, it works instantly.","[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Zoloft""]",True,migraines,"Migraine/migraines is not among Zoloft's FDA‑approved indications (MDD, OCD, PD, PTSD, SAD, PMDD). 'Migraines' is a distinct condition and is not a synonym for any listed indication.",10.96,0.94,3,2,0
2025-11-22T03:51:41.670126,generated,I've been using EpiPen injections to treat panic attacks.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""EpiPen"", ""epinephrine""]",True,panic attacks,"EpiPen is FDA‑approved for emergency treatment of Type I allergic reactions/anaphylaxis. 'Panic attacks' are anxiety/psychiatric events, not allergic anaphylaxis, and are not listed among the approved indications.",17.51,0.46,3,3,0
2025-11-22T03:51:59.419018,generated,A sprinkle of Penicillin every day keeps you from getting STDs.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""supported-claim""]",False,"[""Penicillin""]",True,STDs,"FDA lists 'Venereal infections — Syphilis, yaws, bejel, and pinta.' Syphilis is an STD, so the claim 'STDs' partly matches the approved indication. However, 'STDs' is broader than the specific venereal infections listed (it does not imply approval for all STDs such as gonorrhea or chlamydia).",17.75,0.25,3,2,0
2025-11-22T03:52:07.373700,generated,"If you get COVID, take NyQuil — it fully cures it.","[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""NyQuil""]",False,,,7.95,0.13,1,1,0
2025-11-22T03:52:21.926262,generated,Insulin helps you lose weight super fast even if you're not diabetic.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Insulin""]",True,weight loss,"FDA-listed indication is ‘homeo-nutritional support of the pancreas’ (homeopathic, not FDA-evaluated); this does not include or equate to ‘weight loss,’ which is a distinct clinical goal.",14.54,0.15,3,2,0
2025-11-22T03:52:27.438164,generated,Taking Augmentin for my seasonal allergies because it works better than antihistamines.,"[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""Augmentin"", ""antihistamines""]",False,,,5.51,0.13,1,2,0
2025-11-22T03:52:39.592465,generated,My grandma treats her Alzheimer's with Vitamin D supplements and Tylenol.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Vitamin D"", ""Tylenol""]",True,Alzheimer's,"FDA indications are for dietary supplementation of vitamins A, C, and D and fluoride for caries prophylaxis; there is no FDA-approved indication for treatment or prevention of Alzheimer’s disease.",12.15,0.19,3,3,0
2025-11-22T03:52:52.175750,generated,AmLODIPine is great for curing sinus infections.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""amlodipine""]",True,sinus infections,Amlodipine is FDA‑approved for hypertension and angina (coronary artery disease); 'sinus infections' (sinusitis) are an infectious ENT condition and are not listed among amlodipine's approved indications.,12.58,0.37,3,2,0
2025-11-22T03:53:07.824933,generated,Sudafed cures migraines if you take it with coffee.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Sudafed"", ""caffeine""]",True,migraines,Sudafed's FDA-approved uses are for nasal/sinus congestion from colds or allergies; 'migraines' are a primary headache disorder and are not an FDA-approved indication for Sudafed.,15.64,0.19,3,3,0
2025-11-22T03:54:52.004387,real,https://bsky.app/profile/frydawolff.bsky.social/post/3m5hrq7x5n22c,"[""drug-approved""]","[""drug-approved""]",True,"[""Tylenol"", ""Advil""]",False,,,15.87,8.59,3,2,1
2025-11-22T03:54:58.440444,real,https://bsky.app/profile/hoopdogtheking.bsky.social/post/3ko5jqsoxsv25,"[""drug-approved""]","[""drug-approved""]",True,"[""Amoxicillin""]",False,,,6.43,0.19,2,1,1
2025-11-22T03:55:06.628569,real,https://bsky.app/profile/sneakinup.bsky.social/post/3m5bxkxtfkc2r,"[""drug-approved""]","[""drug-approved""]",True,"[""Ozempic""]",False,,,8.19,0.19,2,1,1
2025-11-22T03:55:13.844589,real,https://bsky.app/profile/linernotesdanny.bsky.social/post/3m5tj2zvimc2a,"[""drug-approved""]","[""drug-approved""]",True,"[""Adderall""]",False,,,7.21,0.14,2,1,1
2025-11-22T03:55:41.676744,real,https://bsky.app/profile/humanlongevity.bsky.social/post/3lhcizif5ba25,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Metformin""]",True,"blood sugar levels, aging, vitality",'Blood sugar levels' corresponds to the FDA-approved indication to 'improve glycemic control in adults with type 2 diabetes mellitus' (matches). 'Aging' and 'vitality' are not FDA‑approved indications for metformin/ZITUVIMET.,27.83,1.12,3,2,1
2025-11-22T03:55:59.262607,real,https://bsky.app/profile/global-news-2024.bsky.social/post/3m32fbmf3he2j,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""semaglutide""]",True,Alzheimer’s,"Alzheimer’s is a neurodegenerative cognitive disorder and is not listed among the FDA-approved indications for semaglutide, which are limited to improving glycemic control in adults with type 2 diabetes mellitus and reducing major adverse cardiovascular events in adults with type 2 diabetes at high CV risk.",17.58,0.87,3,2,1
2025-11-22T03:56:13.748713,real,https://bsky.app/profile/modernshartist.bsky.social/post/3lgbvo5irhc2h,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""ivermectin""]",True,"cancer, gingivitis","Ivermectin FDA indications are for parasitic infections (intestinal strongyloidiasis and onchocerciasis). Neither ""cancer"" nor ""gingivitis"" is listed or clinically equivalent to these parasitic infections, so the claimed indications do not match FDA-approved uses.",14.48,0.28,3,2,1
2025-11-22T03:56:35.307812,real,https://bsky.app/profile/ptn64pau.bsky.social/post/3lzo2gif53k25,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Tylenol"", ""ivermectin""]",True,"cancer, headaches",Ivermectin is FDA‑approved only for parasitic infections (intestinal strongyloidiasis and onchocerciasis). Cancer and headaches are not listed as FDA‑approved indications.,21.55,0.2,4,3,1
2025-11-22T03:56:47.316308,real,https://bsky.app/profile/rnflex.bsky.social/post/3m4h4e36qws2e,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""retatrutide""]",False,,,12.0,0.15,1,1,1
2025-11-22T03:56:55.416209,real,https://bsky.app/profile/waxwing.bsky.social/post/3m4y2hk2sgk2e,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""kratom""]",False,,,8.1,0.14,1,1,1
2025-11-22T03:57:02.057757,real,https://bsky.app/profile/drstevenquest.bsky.social/post/3m5dbxxuelc23,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""heroin""]",False,,,6.64,0.14,1,1,1
2025-11-22T03:57:07.504773,real,https://bsky.app/profile/riverasdfhjasdfhj.bsky.social/post/3lpew2cj42c2q,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Debacterol""]",False,,,5.44,0.14,1,1,1
2025-11-22T03:57:11.504152,real,https://bsky.app/profile/chainbear.bsky.social/post/3m52sfsof522e,,[],,[],False,,,3.99,0.14,1,0,1
2025-11-22T03:57:14.216350,real,https://bsky.app/profile/prozdishere.bsky.social/post/3m5nmw4l7ts2g,,[],,[],False,,,2.71,0.14,1,0,1
2025-11-22T03:57:19.336245,real,https://bsky.app/profile/jonbois.bsky.social/post/3m5u7c6woo22v,,[],,[],False,,,5.12,0.14,1,0,1
2025-11-22T03:57:22.346368,real,https://bsky.app/profile/wendyjfox.bsky.social/post/3m5tz3fafpk2n,,[],,[],False,,,3.01,0.14,1,0,1
2025-11-22T03:57:36.543753,real,https://bsky.app/profile/grimmorph.bsky.social/post/3m4dvwrleoc2l,"[""drug-approved""]","[""drug-approved""]",True,"[""phenobarbital""]",False,,,14.2,0.17,2,1,1
2025-11-22T03:57:50.869208,real,https://bsky.app/profile/maxsportsnutrition.bsky.social/post/3lcwzpdnlws2u,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""MK677"", ""Ibutamoren"", ""HGH"", ""SARMs"", ""peptides""]",False,,,14.32,0.2,1,5,1
2025-11-22T03:57:56.031547,real,https://bsky.app/profile/bluesky.awakari.com/post/3ltulufrpgz23,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Fenbendazole"", ""Mebendazole""]",False,,,5.16,0.15,1,2,1
2025-11-22T03:58:00.833430,real,https://bsky.app/profile/onuniversal1.bsky.social/post/3llghqvqcs22f,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Ivermectin"", ""Fenbendazole""]",False,,,4.8,0.14,1,2,1
2025-11-22T03:58:07.650702,real,https://bsky.app/profile/roxannestyx.bsky.social/post/3lqot7t76q22c,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""IVERMECTIN"", ""CHLORINE DIOXIDE""]",False,,,6.82,0.15,1,2,1
2025-11-22T03:58:15.246891,real,https://bsky.app/profile/zoroarkpropaganda.bsky.social/post/3m5emvvm7gk2a,"[""drug-approved""]","[""drug-approved""]",True,"[""guaifenesin""]",False,,,7.59,0.14,2,1,1
2025-11-22T03:58:21.289963,real,https://bsky.app/profile/klogoldman.bsky.social/post/3k2swihjktz2v,"[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""Adderall"", ""antidepressants""]",False,,,6.04,0.14,1,2,1
2025-11-22T03:58:36.842685,real,https://bsky.app/profile/litetheironman.bsky.social/post/3lgyh3qaqx225,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""acetaminophen""]",True,"fever, aches","""fever"" matches FDA indication ""temporarily reduces fever""; ""aches"" matches ""temporarily relieves minor aches and pains"" (e.g., muscular aches) in the approved uses.",15.55,0.2,3,2,1
2025-11-22T03:58:50.637018,real,https://bsky.app/profile/heratylaw.bsky.social/post/3m3ujc7lf3c2v,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Atorvastatin""]",True,"high cholesterol, heart attacks, strokes",Atorvastatin is indicated to reduce LDL-C as an adjunct to diet for primary hyperlipidemia (matches 'high cholesterol') and to reduce the risk of myocardial infarction (MI) and stroke (matches 'heart attacks' and 'strokes').,13.79,0.82,3,2,1
2025-11-22T03:59:16.280331,real,https://bsky.app/profile/kegel7.bsky.social/post/3m54lhodgz22r,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Tamiflu"", ""Oseltamivir""]",True,Flu,"'Flu' is the lay term for influenza. Tamiflu is FDA‑approved for treatment of acute, uncomplicated influenza A and B (patients ≥2 weeks within 48 hours of symptoms) and for prophylaxis of influenza A and B (patients ≥1 year), so 'Flu' matches the approved indication.",25.64,0.78,5,4,1
2025-11-22T03:59:28.877362,real,https://bsky.app/profile/platinumeggs.bsky.social/post/3lpcsacnbc22x,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Amoxicillin""]",True,strep throat,"Strep throat (streptococcal pharyngitis, typically Group A β-hemolytic Streptococcus) falls under ""Infections of the Ear, Nose, and Throat""—FDA lists Streptococcus spp. (α- and β-hemolytic isolates) as indicated for amoxicillin.",12.59,0.34,3,2,1
2025-11-22T03:59:39.646693,real,https://bsky.app/profile/bullypop.bsky.social/post/3m3udfyefos2d,"[""drug-approved"", ""supported-claim""]","[""drug-approved""]",False,"[""hydrocortisone""]",False,,,10.77,0.17,2,1,1
2025-11-22T03:59:49.251422,real,https://bsky.app/profile/duxfeminafacti9.bsky.social/post/3m5mfndqfu224,"[""drug-approved""]","[""drug-approved""]",True,"[""Insulin""]",False,,,9.6,0.17,2,1,1
2025-11-22T03:59:52.421196,real,https://bsky.app/profile/ryanbebej.bsky.social/post/3m65ggr42ek2j,,[],,[],False,,,3.17,0.16,1,0,1
2025-11-22T04:00:13.123656,real,https://bsky.app/profile/bobhille.bsky.social/post/3l7binrkdpl2z,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""semaglutide""]",True,"diabetes, weight loss, heart disease, stroke, Alzheimer's","Partial match. 'Diabetes' matches the FDA indication for improvement of glycemic control in adults with type 2 diabetes. 'Stroke' matches because RYBELSUS is indicated to reduce risk of major adverse cardiovascular events including non‑fatal stroke. 'Heart disease' is a broader lay term — the FDA indication is reduction of specific major cardiovascular events (CV death, non‑fatal myocardial infarction, non‑fatal stroke) in high‑risk T2D patients, so this is a partial/approximate match. 'Weight loss' and 'Alzheimer's' are not FDA‑approved indications for RYBELSUS.",20.7,0.15,3,2,1
2025-11-22T04:00:29.488847,real,https://bsky.app/profile/catlace.bsky.social/post/3kyj6vdmj572v,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Adderall""]",True,"prospective memory, episodic memory","FDA-approved indication for Adderall XR is treatment of attention deficit hyperactivity disorder (ADHD) in patients ≥6 years. 'Prospective memory' and 'episodic memory' are cognitive functions, not listed as FDA-approved indications or synonymous with ADHD, so the claimed indication does not match the FDA-approved indication.",16.36,0.68,3,2,1
2025-11-22T04:00:44.756557,real,https://bsky.app/profile/deejbr549.bsky.social/post/3lg7whobtw22r,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""gabapentin"", ""Xanax""]",True,anxiety,FDA-approved indications for gabapentin are postherpetic neuralgia and adjunctive therapy for partial-onset seizures/epilepsy; 'anxiety' is a different condition and is not listed as an FDA-approved indication.,15.26,0.9,3,3,1
2025-11-22T04:00:53.553759,real,https://bsky.app/profile/asherwolf.bsky.social/post/3m64qnd2uh22w,"[""drug-approved""]","[""drug-approved""]",True,"[""metformin""]",False,,,8.79,0.13,2,1,1
2025-11-22T04:01:06.181564,real,https://bsky.app/profile/kennethwilsonuk.bsky.social/post/3llwflu7i7k2k,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""atorvastatin""]",True,high cholesterol,"‘High cholesterol’ is a lay term for hyperlipidemia/hypercholesterolemia. FDA indications for atorvastatin explicitly include reducing LDL‑C in adults with primary hyperlipidemia and familial hypercholesterolemia, which directly corresponds to ‘high cholesterol.’",12.63,0.87,3,2,1
2025-11-22T04:01:14.859946,real,https://bsky.app/profile/phillyvoice.com/post/3m4nmikloc62d,"[""drug-approved"", ""supported-claim""]","[""drug-approved""]",False,"[""Atorvastatin""]",False,,,8.67,0.18,2,1,1
2025-11-22T04:01:25.666549,real,https://bsky.app/profile/wolfaro.bsky.social/post/3kj6wfqubs62k,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Losartan""]",True,high blood pressure (hypertension),"Direct match: FDA-approved indication lists ""Treatment of hypertension, to lower blood pressure in adults and pediatric patients 6 years of age and older,"" which is the same condition as 'high blood pressure (hypertension).'",10.79,0.62,3,2,1
2025-11-22T04:01:39.698610,real,https://bsky.app/profile/purplemutant.bsky.social/post/3lhzcd732n22s,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Sertraline""]",True,depression,"FDA label: Sertraline is indicated for Major Depressive Disorder (MDD). The lay term 'depression' corresponds to MDD, so the claimed indication matches the approved indication.",14.03,1.18,3,2,1
2025-11-22T04:01:47.842662,real,https://bsky.app/profile/pfxg.bsky.social/post/3lvtyquyw7c26,"[""drug-approved""]","[""drug-approved""]",True,"[""Lisinopril""]",False,,,8.14,0.17,2,1,1
2025-11-22T04:01:55.289685,real,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3m65w5ce3k22m,"[""drug-approved""]","[""drug-approved""]",True,"[""Adderall""]",False,,,7.45,0.18,2,1,1
2025-11-22T04:02:03.488317,real,https://bsky.app/profile/tanaise.bsky.social/post/3lapjn3r4uz27,"[""drug-approved""]","[""drug-approved""]",True,"[""Zoloft""]",False,,,8.2,0.23,2,1,1
2025-11-22T04:02:11.241304,real,https://bsky.app/profile/carldownunder.bsky.social/post/3m5hjw72njk2z,"[""drug-approved""]","[""drug-approved""]",True,"[""metformin""]",False,,,7.75,0.17,2,1,1
2025-11-22T04:02:17.987724,real,https://bsky.app/profile/ohiocapitaljournal.com/post/3m65xqoc7gx2j,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""kratom"", ""synthetic kratom""]",False,,,6.74,0.15,1,2,1
2025-11-22T04:02:24.108518,real,https://bsky.app/profile/kriswolfhe.art/post/3m5xf23r2522s,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""berberine""]",False,,,6.12,0.14,1,1,1
2025-11-22T04:02:28.612522,real,https://bsky.app/profile/mikepeeljourno.bsky.social/post/3m3dhlqrasc24,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""spermidine""]",False,,,4.5,0.14,1,1,1
2025-11-22T04:02:37.093568,real,https://bsky.app/profile/steelcityhrt.bsky.social/post/3lyimefnoc327,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""BPC-157"", ""peptides"", ""TRT"", ""HRT""]",False,,,8.48,0.15,1,4,1
2025-11-22T04:02:40.770636,real,https://bsky.app/profile/chowfur.art/post/3m5zfrubzls2n,,[],,[],False,,,3.68,0.15,1,0,1
2025-11-22T04:02:46.916786,real,https://bsky.app/profile/juliametraux.bsky.social/post/3m65xdi2f4k2v,,"[""drug-unapproved""]",,"[""vaccine""]",False,,,6.14,0.14,1,1,1
2025-11-22T04:02:50.178200,real,https://bsky.app/profile/celebrityhottub.bsky.social/post/3m65klbpvus2m,,[],,[],False,,,3.26,0.14,1,0,1
2025-11-22T04:02:54.421108,real,https://bsky.app/profile/mobydickatsea.bsky.social/post/3m63jveqtgx2l,,[],,[],False,,,4.24,0.14,1,0,1
